type,formalTyping,code,type1,type2
PERATURAN DAERAH KAYONG UTARA,Peraturan Daerah Kabupaten Kayong Utara,Perkab_Kayong_Utara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kayong_Utara
PERATURAN BERSAMA MENTERI HUKUM DAN HAK ASASI MANUSIA REPUBLIK INDONESIA DAN MENTERI KOMUNIKASI DAN INFORMATIKA REPUBLIK INDONESIA,Peraturan Bersama Menteri Hukum Dan Hak Asasi Manusia Republik Indonesia Dan Menteri Komunikasi Dan Informatika Republik Indonesia,PB_Menhumham_Menkominfo,JointRegulation,Berita_Negara
PERATURAN MENTERI LUAR NEGERI REPUBLIK INDONESIA,Peraturan Menteri Luar Negeri Republik Indonesia,Permen_LU,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN DAERAH TINGKAT II PURBALINGGA,Peraturan Daerah Kabupaten Purbalingga,Perkab_Purbalingga,RegencyRegulation,Lembaran_Daerah_Kabupaten_Purbalingga
PERATURAN MENTERI PEKERJAAN UMUM DAN PERUMAHAN RAKYAT REPUBLIK INDONESIA SELAKU KETUA HARIAN BADAN PERTIMBANGAN TABUNGAN PERUMAHAN PEGAWAI NEGERI SIPIL,Peraturan Menteri Pekerjaan Umum Dan Perumahan Rakyat Republik Indonesia,Permen_PUPR,MinisterialRegulation,Berita_Negara
PERATURAN PEMERIN TAH REPUBLIK INDONESIA,Peraturan Pemerintah Republik Indonesia,PP,GovernmentRegulation,Lembaran_Negara
PERATURAN DAERAH KABUPATEN TANGGAMUS,Peraturan Daerah Kabupaten Tanggamus,Perkab_Tanggamus,RegencyRegulation,Lembaran_Daerah_Kabupaten_Tanggamus
PERATURAN DAERAH KABUPATEN SUMEDANG,Peraturan Daerah Kabupaten Sumedang,Perkab_Sumedang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Sumedang
PERATURAN DAERAH KOTA PEKANBARU,Peraturan Daerah Kota Pekanbaru,Perkot_Pekanbaru,MunicipalityRegulation,Lembaran_Daerah_Kota_Pekanbaru
PERATURAN DAWEAH KOTA SEMARANG,Peraturan Daerah Kota Semarang,Perkot_Semarang,MunicipalityRegulation,Lembaran_Daerah_Kota_Semarang
PERATURAN DAERAH ROKAN HILIR,Peraturan Daerah Kabupaten Rokan Hilir,Perkab_Rokan_Hilir,RegencyRegulation,Lembaran_Daerah_Kabupaten_Rokan_Hilir
PERATURAN BADAN PENGKAJIAN DAN PENERAPAN TEKNOLOGI REPUBLIK INDONESIA,Peraturan Badan Pengkajian Dan Penerapan Teknologi Republik Indonesia,Peraturan_BPPT,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN KAUR,Peraturan Daerah Kabupaten Kaur,Perkab_Kaur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kaur
"PERATURAN MENTERI KEUANGAN REPUBLIK INDONESIA,",Peraturan Menteri Keuangan Republik Indonesia,Permen_Keu,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KOTA BANJARMASIN,Peraturan Daerah Kota Banjarmasin,Perkot_Banjarmasin,MunicipalityRegulation,Lembaran_Daerah_Kota_Banjarmasin
PERATURAN MENTERI KOMUNIKASI DAN INFORMATIKA REPUBLIK INDONESIA,Peraturan Menteri Komunikasi Dan Informatika Republik Indonesia,Permen_Kominfo,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH SULAWESI BARAT,Peraturan Daerah Provinsi Sulawesi Barat,Perprov_Sulbar,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sulawesi_Barat
PERATURAN DAERAH KOTA BOGOR,Peraturan Daerah Kota Bogor,Perkot_Bogor,MunicipalityRegulation,Lembaran_Daerah_Kota_Bogor
KEPUTUSAN MENTERI PERHUBUNGAN,Keputusan Menteri Perhubungan Republik Indonesia,Kepmen_Hub,MinisterialDecree,Berita_Negara
PERATURAN DAERAH PROPINSI KEPULAUAN RIAU,Peraturan Daerah Provinsi Kepulauan Riau,Perprov_Kep_Riau,ProvincialRegulation,Lembaran_Daerah_Provinsi_Kepulauan_Riau
PERATURAN PEM ERINTAH REPUBLIK INDONESIA,Peraturan Pemerintah Republik Indonesia,PP,GovernmentRegulation,Lembaran_Negara
PERATURAN DAERAH KABUPATEN DAERAH TINGKAT II INDRAMYU,Peraturan Daerah Kabupaten Indramyu,Perkab_Indramyu,RegencyRegulation,Lembaran_Daerah_Kabupaten_Indramyu
PERATURAN DAERAH PROPINSI SULAWESI TENGAH,Peraturan Daerah Provinsi Sulawesi Tengah,Perprov_Sulteng,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sulawesi_Tengah
PERATURAN DAERAH KABUPATEN MAMUJU,Peraturan Daerah Kabupaten Mamuju,Perkab_Mamuju,RegencyRegulation,Lembaran_Daerah_Kabupaten_Mamuju
PERATURAN MENTERI BADAN USAHA MILIK NEGARA REPUBLIK INDONESIA,Peraturan Menteri Badan Usaha Milik Negara Republik Indonesia,Permen_BUMN,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN PONTIANAK,Peraturan Daerah Kabupaten Pontianak,Perkab_Pontianak,RegencyRegulation,Lembaran_Daerah_Kabupaten_Pontianak
PERATURAN DAERAH KABUPATEN KOTA KUPANG,Peraturan Daerah Kabupaten Kota Kupang,Perkab_Kota_Kupang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kota_Kupang
PERATURANMENTERI PENDIDIKAN NASIONAL REPUBLIK INDONESIA,Peraturan Menteri Pendidikan Nasional Republik Indonesia,Permen_Dik,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA LEMBAGA PENERBANGAN DAN ANTARIKSA NASIONAL REPUBLIK INDONESIA,Peraturan Lembaga Penerbangan Dan Antariksa Nasional Republik Indonesia,Peraturan_Lapan,AgencyRegulation,Berita_Negara
PERATURAN MENTERI PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI,Peraturan Menteri Pendayagunaan Aparatur Negara Dan Reformasi Birokrasi Republik Indonesia,Permen_PANRB,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PERTANIAN,Peraturan Menteri Pertanian Republik Indonesia,Permen_Tan,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA BADAN PERTANAHAN NASIONAL REPUBLIK INDONESIA,Peraturan Kepala Badan Pertanahan Nasional Republik Indonesia,Peraturan_BPN,AgencyRegulation,Berita_Negara
PERATURAN MENTERI KOPERASI DAN USAHA KECIL DAN MENENGAH REPUBLIK INDONESIA,Peraturan Menteri Koperasi Dan Usaha Kecil Dan Menengah Republik Indonesia,Permen_Kopukm,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KEUANGAN REPUBLIK INDONESIA NOMOR TENTANG PERUBAHAN ATAS PERATURAN MENTERI KEUANGAN,Perubahan Peraturan Menteri Keuangan Republik Indonesia,Perubahan_Permen_Keu,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KOTA SUNGAI PENUH,Peraturan Daerah Kota Sungai Penuh,Perkot_Sungai_Penuh,MunicipalityRegulation,Lembaran_Daerah_Kota_Sungai_Penuh
PERATURAN DAERAH KABUPATEN BANDUNG BARAT,Peraturan Daerah Kabupaten Bandung Barat,Perkab_Bandung_Barat,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bandung_Barat
"PERATURAN MENTERI DESA, PEMBANGUNAN DAERAH TERTINGGAL DAN TRANSMIGRASI","Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, Dan Transmigrasi Republik Indonesia",Permen_Desa,MinisterialRegulation,Berita_Negara
PERATURAN BADAN PENGAWAS TENAGA NUKLIR REPUBLIK INDONESIA,Peraturan Badan Pengawas Tenaga Nuklir Republik Indonesia,Peraturan_Bapeten,AgencyRegulation,Berita_Negara
"PERATURAN MENTERI DESA, PEMBANGUNAN DAERAH TERTINGGAL ,DAN TRANSMIGRASI REPUBLIK INDONESIA","Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, Dan Transmigrasi Republik Indonesia",Permen_Desa,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PERTANIAN REPUBLIK INDONESIA SELAKU KETUA HARIAN DEWAN KETAHANAN PANGAN,Peraturan Menteri Pertanian Republik Indonesia,Permen_Tan,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KELAUTAN DAN PERIKANA N REPUBLIK INDONESIA,Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia,Permen_KP,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KOMUNIKASI DAN INFORMATIKA REPUBLIK INDOENSIA,Peraturan Menteri Komunikasi Dan Informatika Republik Indonesia,Permen_Kominfo,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN MAMUJU UTARA,Peraturan Daerah Kabupaten Mamuju Utara,Perkab_Mamuju_Utara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Mamuju_Utara
PERATURAN MENTERI PEKERJAAN UMUM,Peraturan Menteri Pekerjaan Umum Republik Indonesia,Permen_PU,MinisterialRegulation,Berita_Negara
PERATURAN BANK INDONESIA,Peraturan Bank Indonesia,Peraturan_BI,BankIndonesiaRegulation,Lembaran_Negara
PERATURAN PEMERINTAH PENGGANTI UNDANG-UNDANG REPUBLIK INDONESIA,Peraturan Pemerintah Pengganti Undang-Undang Republik Indonesia,Perppu,GovernmentRegulationInLieuOfAct,Lembaran_Negara
PERATURAN DAERAH KABUPATEN KATINGAN,Peraturan Daerah Kabupaten Katingan,Perkab_Katingan,RegencyRegulation,Lembaran_Daerah_Kabupaten_Katingan
PERATURAN DAERAH KABUPATEN SUKOHARJO,Peraturan Daerah Kabupaten Sukoharjo,Perkab_Sukoharjo,RegencyRegulation,Lembaran_Daerah_Kabupaten_Sukoharjo
PERATURAN BADAN NASIONAL PENCARIAN DAN PERTOLONGAN,Peraturan Badan Nasional Pencarian Dan Pertolongan Republik Indonesia,Peraturan_Basarnas,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN SAMPANG,Peraturan Daerah Kabupaten Sampang,Perkab_Sampang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Sampang
PERATURAN DAERAH KABUPATEN DAERAH TINGKAT II BANTUL,Peraturan Daerah Kabupaten Bantul,Perkab_Bantul,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bantul
PERATURAN BADAN NARKOTIKA NASIONAL REPUBLIK INDONESIA,Peraturan Badan Narkotika Nasional Republik Indonesia,Peraturan_BNN,AgencyRegulation,Berita_Negara
PERATURAN MENTERI PENDIDIKAN NASIONAL REPUBLIK INDONESIA,Peraturan Menteri Pendidikan Nasional Republik Indonesia,Permen_Dik,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK REPUBLIK INDONESIA,Peraturan Menteri Pemberdayaan Perempuan Dan Perlindungan Anak Republik Indonesia,Permen_PPPA,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI ENERGI DAN SUMBER DAYA MINERAL SELAKU KETUA HARIAN DEWAN ENERGI NASIONAL REPUBLIK INDONESIA,Peraturan Menteri Energi Dan Sumber Daya Mineral Republik Indonesia,Permen_ESDM,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN BATANG HARI,Peraturan Daerah Kabupaten Batang Hari,Perkab_Batang_Hari,RegencyRegulation,Lembaran_Daerah_Kabupaten_Batang_Hari
PERATURAN DAERAH KHUSUS PROVINSI PAPUA,Peraturan Daerah Provinsi Papua,Perprov_Papua,ProvincialRegulation,Lembaran_Daerah_Provinsi_Papua
PERATURAN DAERAH KABUPATEN MUSI BANYUASIN,Peraturan Daerah Kabupaten Musi Banyuasin,Perkab_Musi_Banyuasin,RegencyRegulation,Lembaran_Daerah_Kabupaten_Musi_Banyuasin
PERATURAN KOMISI PEMILIHAN UMUM REPUBLIK INDONESIA,Peraturan Komisi Pemilihan Umum Republik Indonesia,Peraturan_KPU,AgencyRegulation,Berita_Negara
PERATURAN KEPALA BADAN KOORDINASI PENANAMAN MODAL REPUBLIK INDONESIA,Peraturan Badan Koordinasi Penanaman Modal Republik Indonesia,Peraturan_BKPM,AgencyRegulation,Berita_Negara
PERATURAN MENTERI PERUMAHAN RAKYAT REPUBLIK INDONESIA SELAKU KETUA HARIAN/KETUA SEKRETARIAT TETAP BADAN PERTIMBANGAN TABUNGAN PERUMAHAN PEGAWAI NEGERI SIPIL,Peraturan Menteri Perumahan Rakyat Republik Indonesia,Permen_PR,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI REPUBLIK INDONESIA,Peraturan Menteri Republik Indonesia,Permen_RI,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH SUMATERA BARAT,Peraturan Daerah Provinsi Sumatera Barat,Perprov_Sumbar,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sumatera_Barat
PERATURAN MENTERI PERHUBUNGAN,Peraturan Menteri Perhubungan Republik Indonesia,Permen_Hub,MinisterialRegulation,Berita_Negara
PERATURAN BERSAMA KETUA MAHKAMAH AGUNG REPUBLIK INDONESIA MENTERI HUKUM DAN HAK ASASI MANUSIA REPUBLIK INDONESIA MENTERI KESEHATAN REPUBLIK INDONESIA MENTERI SOSIAL REPUBLIK INDONESIA JAKSA AGUNG REPUBLIK INDONESIA KEPALA KEPOLISIAN NEGARA REPUBLIK INDONESIA KEPALA BADAN NARKOTIKA NASIONAL REPUBLIK INDONESIA,"Peraturan Bersama Ketua Mahkamah Agung Republik Indonesia, Menteri Hukum Dan Hak Asasi Manusia Republik Indonesia, Menteri Kesehatan Republik Indonesia, Menteri Sosial Republik Indonesia Jaksa Agung Republik Indonesia, Kepala Kepolisian Negara Republik Indonesia, Dan Kepala Badan Narkotika Nasional Republik Indonesia",PB_MA_Menhumham_Menkes_Mensos_Jagung_Kapolri_BNN,JointRegulation,Berita_Negara
PERATURAN DAERAH PROPINSI DAERAH KHUSUS IBUKOTA JAKARTA,Peraturan Daerah Provinsi Daerah Khusus Ibukota Jakarta,Perprov_DKI_Jakarta,ProvincialRegulation,Lembaran_Daerah_Provinsi_DKI_Jakarta
PERATURAN MENTERI SEKRETARIS NEGARA REPUBLIK INDONESIA,Peraturan Menteri Sekretaris Negara Republik Indonesia,Permen_Sesneg,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN GUNUNGKIDUL,Peraturan Daerah Kabupaten Gunungkidul,Perkab_Gunungkidul,RegencyRegulation,Lembaran_Daerah_Kabupaten_Gunungkidul
PERATURAN KEPALA LEMBAGA KEBIJAKAN PENGADAAN BARANG/JASA PEMERINTAH REPUBLIK INDONESIA,Peraturan Lembaga Kebijakan Pengadaan Barang/jasa Pemerintah Republik Indonesia,Peraturan_LKPP,AgencyRegulation,Berita_Negara
PERATURAN D AERAH KABUPATEN CIANJUR,Peraturan Daerah Kabupaten Cianjur,Perkab_Cianjur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Cianjur
PERATURAN DAERAH KOTA SORONG,Peraturan Daerah Kota Sorong,Perkot_Sorong,MunicipalityRegulation,Lembaran_Daerah_Kota_Sorong
PERATURAN DAERAH KOTA MALANG,Peraturan Daerah Kota Malang,Perkot_Malang,MunicipalityRegulation,Lembaran_Daerah_Kota_Malang
PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Republik Indonesia,Peraturan_ANRI,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN ACEH TIMUR,Peraturan Daerah Kabupaten Aceh Timur,Perkab_Aceh_Timur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh_Timur
PERATURAN BADAN STANDARDISASI NASIONAL,Peraturan Badan Standardisasi Nasional Republik Indonesia,Peraturan_BSN,AgencyRegulation,Berita_Negara
PERATURAN MENTERI PERUMAHAN RAKYAT REPUBLIK INDONESIA,Peraturan Menteri Perumahan Rakyat Republik Indonesia,Permen_PR,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KOTA SAWAHLUNTO,Peraturan Daerah Kota Sawahlunto,Perkot_Sawahlunto,MunicipalityRegulation,Lembaran_Daerah_Kota_Sawahlunto
PERATURAN MENTERI PERENCANAAN PEMBANGUNAN NASIONAL/KEPALA BADAN PERENCANAAN PEMBANGUNAN NASIONAL REPUBLIK INDONESIA,Peraturan Menteri Perencanaan Pembangunan Nasional/ Kepala Badan Perencanaan Pembangunan Nasional Republik Indonesia,Permen_Bappenas,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KESEHATAN REPUBLIK INDONESIA,Peraturan Menteri Kesehatan Republik Indonesia,Permen_Kes,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN KULON PROGO,Peraturan Daerah Kabupaten Kulon Progo,Perkab_Kulon_Progo,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kulon_Progo
PERATURAN MENTERI LINGKUNGAN HIDUP DAN KEHUTANAN,Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia,Permen_LHK,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH PROPINSI DAERAH TINGKAT I SUMATERA UTARA,Peraturan Daerah Provinsi Sumatera Utara,Perprov_Sumut,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sumatera_Utara
PERATURAN MENTERI KOORDINATOR BIDANG PEREKONOMIAN REPUBLIK INDONESIA SELAKU KETUA DEWAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM,Peraturan Menteri Koordinator Bidang Perekonomian Republik Indonesia,Permenko_Perekonomian,MinisterialRegulation,Berita_Negara
PERATURAN PEMERINT AH REPUBLIK INDONESIA,Peraturan Pemerintah Republik Indonesia,PP,GovernmentRegulation,Lembaran_Negara
PERATURAN BADAN PENGATUR HILIR MINYAK DAN GAS BUMI REPUBLIK INDONESIA,Peraturan Badan Pengatur Hilir Minyak Dan Gas Bumi Republik Indonesia,Peraturan_BPH_Migas,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KOTA BEKASI,Peraturan Daerah Kota Bekasi,Perkot_Bekasi,MunicipalityRegulation,Lembaran_Daerah_Kota_Bekasi
PERATURAN DAERAH KABUPATEN KAYONG UTARA,Peraturan Daerah Kabupaten Kayong Utara,Perkab_Kayong_Utara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kayong_Utara
PERATURAN DAERAH KABUPATEN SEKADAU,Peraturan Daerah Kabupaten Sekadau,Perkab_Sekadau,RegencyRegulation,Lembaran_Daerah_Kabupaten_Sekadau
PERATURAN MENTERI KETENAGAKERJAAN REPUBLIK INDONESIA,Peraturan Menteri Ketenagakerjaan Republik Indonesia,Permen_Naker,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KOORDINATOR BIDANG PEREKONOMIAN REPUBLIK INDONESIA SELAKU KETUA KOMITE PERCEPATAN PENYEDIAAN INFRASTRUKTUR PRIORITAS,Peraturan Menteri Koordinator Bidang Perekonomian Republik Indonesia,Permenko_Perekonomian,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN KUBU RAYA,Peraturan Daerah Kabupaten Kubu Raya,Perkab_Kubu_Raya,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kubu_Raya
PERATURAN BADAN SIBER DAN SANDI NEGARA,Peraturan Badan Siber Dan Sandi Negara Republik Indonesia,Peraturan_BSSN,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN PAMEKASAN,Peraturan Daerah Kabupaten Pamekasan,Perkab_Pamekasan,RegencyRegulation,Lembaran_Daerah_Kabupaten_Pamekasan
PERATURAN BADAN PENYELENGGARA JAMINAN SOSIAL KESEHATAN,Peraturan Badan Penyelenggara Jaminan Sosial Kesehatan Reppublik Indonesia,Peraturan_BPJSKES,AgencyRegulation,Berita_Negara
"PERATURAN MENTERI PEMBANGUNAN DAERAH TERTINGGAL REPUBLIK INDONESIA,",Peraturan Menteri Pembangunan Daerah Tertinggal Republik Indonesia,Permen_PDT,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KETENAGAKERJAAN REPUBIK INDONESIA,Peraturan Menteri Ketenagakerjaan Republik Indonesia,Permen_Naker,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI LINGKUNGAN HIDUP DAN KEHUTANAN REPUBLIK INDONESIA,Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia,Permen_LHK,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDOENSIA,Peraturan Menteri Dalam Negeri Republik Indonesia,Permen_Dagri,MinisterialRegulation,Berita_Negara
PERATURAN BADAN PEMERIKSA KEUANGAN REPUBLIK INDONESIA,Peraturan Badan Pemeriksa Keuangan Republik Indonesia,Peraturan_BPK,AuditBoardRegulation,Berita_Negara
PERATURAN MENTERI NEGARA PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK REPUBLIK INDONESIA,Peraturan Menteri Pemberdayaan Perempuan Dan Perlindungan Anak Republik Indonesia,Permen_PPPA,MinisterialRegulation,Berita_Negara
PERATURAN BADAN KOORDINASI PENANAMAN MODAL REPUBLIK INDONESIA,Peraturan Badan Koordinasi Penanaman Modal Republik Indonesia,Peraturan_BKPM,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN GARUT,Peraturan Daerah Kabupaten Garut,Perkab_Garut,RegencyRegulation,Lembaran_Daerah_Kabupaten_Garut
PERATURAN DAERAH PROPINSI DAERAH ISTIMEWA ACEH,Peraturan Daerah Provinsi Aceh,Perprov_Aceh,ProvincialRegulation,Lembaran_Daerah_Provinsi_Aceh
PERATURAN KEPALA BADAN EKONOMI KREATIF,Peraturan Badan Ekonomi Kreatif Republik Indonesia,Peraturan_Bekraf,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN KOTAWARINGIN BARAT,Peraturan Daerah Kabupaten Kotawaringin Barat,Perkab_Kotawaringin_Barat,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kotawaringin_Barat
PERATURAN PEMERNTAH REPUBLIK INDONESIA,Peraturan Pemerintah Republik Indonesia,PP,GovernmentRegulation,Lembaran_Negara
KEPUTUSAN PIMPINAN DEWAN PERWAKILAN RAKYAT REPUBLIK INDONESIA,Keputusan Dewan Perwakilan Rakyat Republik Indonesia,Keputusan_DPR,Legislation,Berita_Negara
PERATURAN KEPALA PERPUSTAKAAN NASIONALREPUBLIK INDONESIA,Peraturan Perpustakaan Nasional Republik Indonesia,Peraturan_Perpusnas,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN TAPIN,Peraturan Daerah Kabupaten Tapin,Perkab_Tapin,RegencyRegulation,Lembaran_Daerah_Kabupaten_Tapin
PERATURAN BADAN NASIONAL PENANGGULANGAN BENCANA REPUBLIK INDONESIA,Peraturan Badan Nasional Penanggulangan Bencana Republik Indonesia,Peraturan_BNPB,AgencyRegulation,Berita_Negara
PERATURAN DAERAH DAERAH ISTIMEWA YOGYAKARTA,Peraturan Daerah Provinsi Daerah Istimewa Yogyakarta,Perprov_Yogya,ProvincialRegulation,Lembaran_Daerah_Provinsi_DI_Yogyakarta
UNDANG-UNDANG REPUBLIK IDNONESIA,Undang-Undang Republik Indonesia,UU,Act,Lembaran_Negara
PERATURAN MENTERI KEHUTANAN,Peraturan Menteri Kehutanan Republik Indonesia,Permen_Hut,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KEUANGAN REPUBLIK INDOINESIA,Peraturan Menteri Keuangan Republik Indonesia,Permen_Keu,MinisterialRegulation,Berita_Negara
PERATURAN KABUPATEN LUWU TIMUR PERATURAN DAERAH KABUPATEN LUWU TIMUR,Peraturan Daerah Kabupaten Luwu Timur,Perkab_Luwu_Timur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Luwu_Timur
PERATURAN DAERAH KABUPATEN KUDUS,Peraturan Daerah Kabupaten Kudus,Perkab_Kudus,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kudus
PERATURAN DAERAH KABUPATEN DAERAH LAMONGAN,Peraturan Daerah Kabupaten Daerah Lamongan,Perkab_Daerah_Lamongan,RegencyRegulation,Lembaran_Daerah_Kabupaten_Daerah_Lamongan
"PERATURAN MENTERI DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI","Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, Dan Transmigrasi Republik Indonesia",Permen_Desa,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA BADAN PENGAWAS TENAGA NUKLIR REPUBLIK INDONESIA,Peraturan Badan Pengawas Tenaga Nuklir Republik Indonesia,Peraturan_Bapeten,AgencyRegulation,Berita_Negara
PERATURAN DAERAH PROVINSI SULAWESI SELATAN,Peraturan Daerah Provinsi Sulawesi Selatan,Perprov_Sulsel,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sulawesi_Selatan
PERATURAN DAERAH KABUPATEN TANJUNG JABUNG TIMUR,Peraturan Daerah Kabupaten Tanjung Jabung Timur,Perkab_Tanjung_Jabung_Timur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Tanjung_Jabung_Timur
PERATURANDAERAHKOTASURAKARTA,Peraturan Daerah Kota Surakarta,Perkot_Surakarta,MunicipalityRegulation,Lembaran_Daerah_Kota_Surakarta
PERATURAN MENTERI NEGARA KOPERASI DAN USAHA KECIL DAN MENENGAH REPUBLIK INDONESIA,Peraturan Menteri Koperasi Dan Usaha Kecil Dan Menengah Republik Indonesia,Permen_Kopukm,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN SERDANG BEDAGAI,Peraturan Daerah Kabupaten Serdang Bedagai,Perkab_Serdang_Bedagai,RegencyRegulation,Lembaran_Daerah_Kabupaten_Serdang_Bedagai
PERATURAN PEMERINTAH REPUBLIK INDONESIA M,Peraturan Pemerintah Republik Indonesia,PP,GovernmentRegulation,Lembaran_Negara
PERATURAN DAERAH KABUPATEN REJANG LEBONG,Peraturan Daerah Kabupaten Rejang Lebong,Perkab_Rejang_Lebong,RegencyRegulation,Lembaran_Daerah_Kabupaten_Rejang_Lebong
PERATURAN DAERAH KABUPATEN TEMANGGUNG,Peraturan Daerah Kabupaten Temanggung,Perkab_Temanggung,RegencyRegulation,Lembaran_Daerah_Kabupaten_Temanggung
PERATURAN BADAN PENGELOLA KEUANGAN HAJI REPUBLIK INDONESIA,Peraturan Badan Pengelola Keuangan Haji Republik Indonesia,Peraturan_BPKH,AgencyRegulation,Berita_Negara
PERATURAN MENTERI NEGARA LINGKUNGAN HIDUP REPUBLIK INDONESIA,Peraturan Menteri Lingkungan Hidup Republik Indonesia,Permen_LH,MinisterialRegulation,Berita_Negara
PERATURAN KOMISI YUDISIAL REPUBLIK INDONESIA,Peraturan Komisi Yudisial Republik Indonesia,Peraturan_KY,JudicialCommissionRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN TUBAN,Peraturan Daerah Kabupaten Tuban,Perkab_Tuban,RegencyRegulation,Lembaran_Daerah_Kabupaten_Tuban
PERATURAN KEPALA BADAN INFORMASI GEOSPASIAL,Peraturan Badan Informasi Geospasial Republik Indonesia,Peraturan_BIG,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN BINTAN,Peraturan Daerah Kabupaten Bintan,Perkab_Bintan,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bintan
PERATURAN MENTERI KOORDINATOR BIDANG PEREKONOMIAN REPUBLIK INDONESIA SELAKU KETUA DEWAN NASIONAL KAWASAN EKONOMI KHUSUS,Peraturan Menteri Koordinator Bidang Perekonomian Republik Indonesia,Permenko_Perekonomian,MinisterialRegulation,Berita_Negara
